,tweet,is_sarcastic,no_stopwords,tokenized,tokenized_no_stopwords
112,about it and i called my mom at lunch but she kept saying hello? so i gave my phone to my friend to talk for me bc i couldn't speak ,0,called mom lunch kept saying hello? gave phone friend talk bc speak,about it and i called my mom at lunch but she kept saying hello ? so i gave my phone to my friend to talk for me bc i could n't speak,called mom lunch kept saying hello ? gave phone friend talk bc speak
113,i'm glad my pets missed me while i was gone!!! #not #theyhateme #angrypets ,1,i'm glad pets missed gone!!! #not #theyhateme #angrypets,i 'm glad my pets missed me while i was gone ! ! ! # not # theyhateme # angrypets,i 'm glad pets missed gone ! ! ! # not # theyhateme # angrypets
114,i literally almost passed out because i went to shower and there was a huge bug in the shower. #nothanks ,1,literally almost passed went shower huge bug shower. #nothanks,i literally almost passed out because i went to shower and there was a huge bug in the shower . # nothanks,literally almost passed went shower huge bug shower . # nothanks
115,best part of the night: getting throat punched. #not #youbitches ,1,best part night: getting throat punched. #not #youbitches,best part of the night : getting throat punched . # not # youbitches,best part night : getting throat punched . # not # youbitches
116,i'm helping sunset strip music festival jane's addiction. need to speak w/ you. plz follow me so i can private message u ,0,i'm helping sunset strip music festival jane's addiction. need speak w/ you. plz follow private message u,i 'm helping sunset strip music festival jane 's addiction . need to speak w/ you . plz follow me so i can private message u,i 'm helping sunset strip music festival jane 's addiction . need speak w/ you . plz follow private message u
117,"if your order has missed its estimated delivery date, please speak with us so we can help: ^do ",0,"order missed estimated delivery date, please speak us help: ^do","if your order has missed its estimated delivery date , please speak with us so we can help : ^do","order missed estimated delivery date , please speak us help : ^do"
118,another class display by ozil #not ,1,another class display ozil #not,another class display by ozil # not,another class display ozil # not
119,"how do you usually express your emotions? â€” i'm one to always speak my mind, so verbally, i guess. i also write. ",0,"usually express emotions? â€” i'm one always speak mind, verbally, guess. also write.","how do you usually express your emotions ? â€ ” i 'm one to always speak my mind , so verbally , i guess . i also write .","usually express emotions ? â€ ” i 'm one always speak mind , verbally , guess . also write ."
120,i love having a car that doesn't run ðÿ˜’ #not ,1,love car run ðÿ˜’ #not,i love having a car that does n't run ðÿ˜ ’ # not,love car run ðÿ˜ ’ # not
121,the slamming of the doors is the best wake up call ever  #reallythough #loud ,1,slamming doors best wake call ever #reallythough #loud,the slamming of the doors is the best wake up call ever # reallythough # loud,slamming doors best wake call ever # reallythough # loud
122,i mean who doesn't love seeing the hatred in someone's eyes as they look at you tweet ,1,mean love seeing hatred someone's eyes look tweet,i mean who does n't love seeing the hatred in someone 's eyes as they look at you tweet,mean love seeing hatred someone 's eyes look tweet
123,"i have personally witnessed clogging to ""smooth criminal"" and ""old time rock &amp; roll"" so i know what i speak of. ",0,"personally witnessed clogging ""smooth criminal"" ""old time rock &amp; roll"" know speak of.",i have personally witnessed clogging to `` smooth criminal '' and `` old time rock & amp ; roll '' so i know what i speak of .,personally witnessed clogging `` smooth criminal '' `` old time rock & amp ; roll '' know speak of .
124,"thank you so much!  no, i was asked to speak at a rehab hospital. ",0,"thank much! no, asked speak rehab hospital.","thank you so much ! no , i was asked to speak at a rehab hospital .","thank much ! no , asked speak rehab hospital ."
125,good luck with your new drummer then! i am sure he'll be loved. #not ,1,good luck new drummer then! sure he'll loved. #not,good luck with your new drummer then ! i am sure he 'll be loved . # not,good luck new drummer then ! sure he 'll loved . # not
126,nothing gets me quite as hard as losing ranked games over and over and over. love it. so much. #leagueoflegends      ,1,nothing gets quite hard losing ranked games over. love it. much. #leagueoflegends,nothing gets me quite as hard as losing ranked games over and over and over . love it . so much . # leagueoflegends,nothing gets quite hard losing ranked games over . love it . much . # leagueoflegends
127,"hello nightmares, i missed you #not ",1,"hello nightmares, missed #not","hello nightmares , i missed you # not","hello nightmares , missed # not"
128,and i thought chugging coffee at 9 pm was a good idea...ðÿ˜‘â˜•ï¸ #not,1,thought chugging coffee 9 pm good idea...ðÿ˜‘â˜•ï¸ #not,and i thought chugging coffee at 9 pm was a good idea ... ðÿ˜ ‘ â˜•ï¸ # not,thought chugging coffee 9 pm good idea ... ðÿ˜ ‘ â˜•ï¸ # not
129,i know but i get so nervous when i try to speak it that i'll say something wrong so i don't speak it when i neeeeeed to ,0,know get nervous try speak i'll say something wrong speak neeeeeed,i know but i get so nervous when i try to speak it that i 'll say something wrong so i do n't speak it when i neeeeeed to,know get nervous try speak i 'll say something wrong speak neeeeeed
130,i'm gonna learn how to speak portuguese so we can talk ,0,i'm gonna learn speak portuguese talk,i 'm gon na learn how to speak portuguese so we can talk,i 'm gon na learn speak portuguese talk
131,my dad told maria if she don't have anything nice to say then so speak at all so she came straight home from work and went to her room ðÿ™šðÿ™šðÿ™š ,0,dad told maria anything nice say speak came straight home work went room ðÿ™šðÿ™šðÿ™š,my dad told maria if she do n't have anything nice to say then so speak at all so she came straight home from work and went to her room ðÿ™šðÿ™šðÿ™š,dad told maria anything nice say speak came straight home work went room ðÿ™šðÿ™šðÿ™š
132,"i'm gone sweep you off yo feet til you can't breathe ,cant speak . put you to sleep so deep up in yo crease .you can't compete ",0,"i'm gone sweep yo feet til can't breathe ,cant speak . put sleep deep yo crease .you can't compete","i 'm gone sweep you off yo feet til you ca n't breathe , cant speak . put you to sleep so deep up in yo crease .you ca n't compete","i 'm gone sweep yo feet til ca n't breathe , cant speak . put sleep deep yo crease .you ca n't compete"
133,"are you still in nyc this week? if so, would love to speak with you about an awesome opportunity!! #startups #mena ",0,"still nyc week? so, would love speak awesome opportunity!! #startups #mena","are you still in nyc this week ? if so , would love to speak with you about an awesome opportunity ! ! # startups # mena","still nyc week ? so , would love speak awesome opportunity ! ! # startups # mena"
134,i live for this video ,0,live video,i live for this video,live video
135,"hi,i wish to speak with you so hmu on my cell ",0,"hi,i wish speak hmu cell","hi , i wish to speak with you so hmu on my cell","hi , i wish speak hmu cell"
136,if another mf tells me i gotta get married soon imma slap the bitch so hard he/she wnt be able to speak again!! #ijs ,0,another mf tells gotta get married soon imma slap bitch hard he/she wnt able speak again!! #ijs,if another mf tells me i got ta get married soon imma slap the bitch so hard he/she wnt be able to speak again ! ! # ijs,another mf tells got ta get married soon imma slap bitch hard he/she wnt able speak again ! ! # ijs
137,im going to sleep now so hope you have a lovely day and i will speak to you tomorrow! love you the most ,0,im going sleep hope lovely day speak tomorrow! love,im going to sleep now so hope you have a lovely day and i will speak to you tomorrow ! love you the most,im going sleep hope lovely day speak tomorrow ! love
138,3 bad days in a row... body you're doing great,1,3 bad days row... body great,3 bad days in a row ... body you 're doing great,3 bad days row ... body great
139,i love when twitter follows people for me... #not ,1,love twitter follows people me... #not,i love when twitter follows people for me ... # not,love twitter follows people me ... # not
